,drg_definition,provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hospital_referral_region_hrr_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,average_consumer_payments,State,govenors_party_in_2017,state_party,total_covered_charges,total_payments,total_medicare_payments,total_consumer_payments,per capita average covered charges,per capita average total payments,per capita average medicare payments,per capita average consumer payments,per capita average covered - per capita average total payments
91509,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,MI - Traverse City,32,45281.94,20877.31,17168.91,3708.4000000000015,Michigan,R,MI- R,1449022.08,668073.92,549405.12,118668.80000000005,45281.94,20877.31,17168.91,3708.4000000000015,24404.63
91717,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,27,100995.52,29602.26,27661.33,1940.9299999999967,Michigan,R,MI- R,2726879.04,799261.0199999999,746855.91,52405.10999999991,100995.52,29602.259999999995,27661.33,1940.9299999999969,71393.26
91718,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,21,96874.38,25012.86,21356.14,3656.720000000001,Michigan,R,MI- R,2034361.98,525270.06,448478.94,76791.12000000002,96874.38,25012.860000000004,21356.14,3656.720000000001,71861.51999999999
91957,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,MI - Kalamazoo,16,62210.44,19542.31,18187.44,1354.8700000000026,Michigan,R,MI- R,995367.04,312676.96,290999.04,21677.920000000042,62210.44,19542.31,18187.44,1354.8700000000026,42668.130000000005
92220,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,19,99937.16,34009.68,32330.74,1678.9399999999987,Michigan,R,MI- R,1898806.04,646183.92,614284.06,31899.859999999975,99937.16,34009.68,32330.74,1678.9399999999987,65927.48000000001
92221,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,69,56337.51,23688.55,21791.75,1896.7999999999993,Michigan,R,MI- R,3887288.19,1634509.95,1503630.75,130879.19999999995,56337.51,23688.55,21791.75,1896.7999999999993,32648.960000000003
92222,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,55,52437.84,19524.67,17119.35,2405.3199999999997,Michigan,R,MI- R,2884081.1999999997,1073856.8499999999,941564.2499999999,132292.59999999998,52437.84,19524.67,17119.35,2405.3199999999997,32913.17
92575,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,13,72436.77,24406.31,23245.54,1160.7700000000004,Michigan,R,MI- R,941678.01,317282.03,302192.02,15090.010000000006,72436.77,24406.31,23245.54,1160.7700000000004,48030.46
93026,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,20,64037.8,24417.4,19893.3,4524.100000000002,Michigan,R,MI- R,1280756.0,488348.0,397866.0,90482.00000000004,64037.8,24417.4,19893.3,4524.100000000002,39620.4
93027,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,29,52870.38,19895.31,16359.31,3536.000000000002,Michigan,R,MI- R,1533241.02,576963.99,474419.99,102544.00000000006,52870.38,19895.31,16359.31,3536.000000000002,32975.07
93206,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,18,61176.89,23713.78,20532.0,3181.779999999999,Michigan,R,MI- R,1101184.02,426848.04,369576.0,57272.03999999998,61176.89,23713.78,20532.0,3181.779999999999,37463.11
93318,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,31,53965.9,23410.71,22530.97,879.739999999998,Michigan,R,MI- R,1672942.9000000001,725732.01,698460.0700000001,27271.939999999937,53965.9,23410.71,22530.97,879.739999999998,30555.190000000006
93319,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,48,40251.25,18840.25,16370.38,2469.870000000001,Michigan,R,MI- R,1932060.0,904332.0,785778.24,118553.76000000004,40251.25,18840.25,16370.38,2469.870000000001,21411.0
93588,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,14,43897.86,22994.71,21872.29,1122.4199999999983,Michigan,R,MI- R,614570.04,321925.94,306212.06,15713.879999999976,43897.86,22994.71,21872.29,1122.4199999999983,20903.15
93736,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,11,74651.82,28669.36,22425.73,6243.630000000001,Michigan,R,MI- R,821170.02,315362.96,246683.03,68679.93000000001,74651.82,28669.36,22425.73,6243.630000000001,45982.46
94016,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,11,41029.09,20115.82,18975.09,1140.7299999999996,Michigan,R,MI- R,451319.99,221274.02,208725.99,12548.029999999995,41029.09,20115.82,18975.09,1140.7299999999996,20913.27
94123,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230227,MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,11,102632.27,23053.36,21783.36,1270.0,Michigan,R,MI- R,1128954.97,253586.96000000002,239616.96000000002,13970.0,102632.27,23053.36,21783.36,1270.0,79578.91
94290,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,14,58733.86,24063.0,22801.71,1261.2900000000009,Michigan,R,MI- R,822274.04,336882.0,319223.94,17658.060000000012,58733.86,24063.0,22801.71,1261.2900000000009,34670.86
94291,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,12,42948.75,18496.08,17161.08,1335.0,Michigan,R,MI- R,515385.0,221952.96000000002,205932.96000000002,16020.0,42948.75,18496.08,17161.08,1335.0,24452.67
94375,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,MI - Grand Rapids,15,74962.87,27057.07,25735.2,1321.869999999999,Michigan,R,MI- R,1124443.0499999998,405856.05,386028.0,19828.049999999985,74962.86999999998,27057.07,25735.2,1321.869999999999,47905.79999999998
94376,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,MI - Grand Rapids,21,68084.67,23618.43,20644.81,2973.619999999999,Michigan,R,MI- R,1429778.07,495987.03,433541.01,62446.019999999975,68084.67,23618.43,20644.81,2973.619999999999,44466.240000000005
94535,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230254,ASCENSION CRITTENTON HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,15,109290.2,23507.2,22684.0,823.2000000000007,Michigan,R,MI- R,1639353.0,352608.0,340260.0,12348.000000000011,109290.2,23507.2,22684.0,823.2000000000007,85783.0
94536,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230254,ASCENSION CRITTENTON HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,15,100866.67,19930.6,18597.87,1332.7299999999996,Michigan,R,MI- R,1513000.05,298959.0,278968.05,19990.949999999993,100866.67,19930.6,18597.87,1332.7299999999996,80936.07
94575,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,11,48746.18,17781.45,13746.27,4035.1800000000003,Michigan,R,MI- R,536207.98,195595.95,151208.97,44386.98,48746.18,17781.45,13746.27,4035.1800000000003,30964.729999999996
94713,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,44,61777.2,20538.36,18669.91,1868.4500000000007,Michigan,R,MI- R,2718196.8,903687.8400000001,821476.04,82211.80000000003,61777.2,20538.36,18669.91,1868.4500000000007,41238.84
94714,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,13,48646.54,17056.92,15917.54,1139.3799999999974,Michigan,R,MI- R,632405.02,221739.95999999996,206928.02000000002,14811.939999999966,48646.54,17056.92,15917.54,1139.3799999999974,31589.620000000003
94965,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,MI - Pontiac,13,110268.0,26462.85,25322.08,1140.7699999999968,Michigan,R,MI- R,1433484.0,344017.05,329187.04000000004,14830.009999999958,110268.0,26462.85,25322.08,1140.7699999999968,83805.15
94966,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,MI - Pontiac,12,102342.42,22255.33,18268.25,3987.0800000000017,Michigan,R,MI- R,1228109.04,267063.96,219219.0,47844.96000000002,102342.42,22255.33,18268.25,3987.0800000000017,80087.09000000001
95060,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,MI - Royal Oak,17,89832.59,22558.24,17854.94,4703.300000000003,Michigan,R,MI- R,1527154.03,383490.08,303533.98,79956.10000000005,89832.59,22558.24,17854.94,4703.300000000003,67274.34999999999
95204,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,MN - Minneapolis,16,74195.19,23164.75,22209.75,955.0,Minnesota,D,MN- D,1187123.04,370636.0,355356.0,15280.0,74195.19,23164.75,22209.75,955.0,51030.44
95361,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,MN - Duluth,14,53645.64,21737.64,20740.57,997.0699999999997,Minnesota,D,MN- D,751038.96,304326.95999999996,290367.98,13958.979999999996,53645.64,21737.639999999996,20740.57,997.0699999999997,31908.0
95362,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,MN - Duluth,12,58105.08,19373.92,15434.0,3939.9199999999983,Minnesota,D,MN- D,697260.96,232487.03999999998,185208.0,47279.03999999998,58105.079999999994,19373.92,15434.0,3939.9199999999983,38731.159999999996
95476,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240004,HENNEPIN COUNTY MEDICAL CENTER 1,701 PARK AVENUE,MINNEAPOLIS,MN,55415,MN - Minneapolis,11,85058.45,35035.45,26613.0,8422.449999999997,Minnesota,D,MN- D,935642.95,385389.94999999995,292743.0,92646.94999999997,85058.45,35035.45,26613.0,8422.449999999997,50023.0
95717,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,MN - Rochester,23,81006.0,48759.78,43312.91,5446.869999999995,Minnesota,D,MN- D,1863138.0,1121474.94,996196.93,125278.0099999999,81006.0,48759.78,43312.91,5446.869999999995,32246.22
95718,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,MN - Rochester,105,53851.95,33645.06,28966.48,4678.579999999998,Minnesota,D,MN- D,5654454.75,3532731.3,3041480.4,491250.8999999998,53851.95,33645.06,28966.48,4678.579999999998,20206.890000000003
95719,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,MN - Rochester,194,47956.63,28018.15,22190.91,5827.240000000002,Minnesota,D,MN- D,9303586.219999999,5435521.100000001,4305036.54,1130484.5600000003,47956.63,28018.15,22190.91,5827.240000000002,19938.479999999992
96100,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,11,81774.91,40685.36,39882.27,803.0900000000038,Minnesota,D,MN- D,899524.01,447538.96,438704.97,8833.990000000042,81774.91,40685.36,39882.27,803.0900000000038,41089.549999999996
96101,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,25,66109.6,27581.24,25889.72,1691.5200000000004,Minnesota,D,MN- D,1652740.0000000002,689531.0,647243.0,42288.000000000015,66109.6,27581.24,25889.72,1691.5200000000007,38528.36000000001
96102,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,30,52849.2,24228.37,20176.2,4052.1699999999983,Minnesota,D,MN- D,1585476.0,726851.1,605286.0,121565.09999999995,52849.2,24228.37,20176.2,4052.1699999999983,28620.83
96296,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,MN - St. Paul,25,73020.92,23672.88,21562.48,2110.4000000000015,Minnesota,D,MN- D,1825523.0,591822.0,539062.0,52760.00000000004,73020.92,23672.88,21562.48,2110.4000000000015,49348.04
96297,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,MN - St. Paul,15,57281.47,18796.53,17591.4,1205.1299999999974,Minnesota,D,MN- D,859222.05,281947.94999999995,263871.0,18076.94999999996,57281.47,18796.529999999995,17591.4,1205.1299999999974,38484.94000000001
96490,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240047,ST LUKES HOSPITAL,915 EAST 1ST STREET,DULUTH,MN,55805,MN - Duluth,25,65918.44,20771.4,18389.12,2382.2800000000025,Minnesota,D,MN- D,1647961.0,519285.00000000006,459728.0,59557.00000000006,65918.44,20771.4,18389.12,2382.2800000000025,45147.04
96491,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240047,ST LUKES HOSPITAL,915 EAST 1ST STREET,DULUTH,MN,55805,MN - Duluth,18,54405.61,17245.44,14328.39,2917.0499999999993,Minnesota,D,MN- D,979300.98,310417.92,257911.02,52506.89999999999,54405.61,17245.44,14328.39,2917.0499999999993,37160.170000000006
96666,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,MN - Minneapolis,41,39971.0,23779.51,21084.2,2695.3099999999977,Minnesota,D,MN- D,1638811.0,974959.9099999999,864452.2000000001,110507.7099999999,39971.0,23779.51,21084.2,2695.3099999999977,16191.490000000002
96667,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,MN - Minneapolis,27,32110.52,19168.78,15716.67,3452.1099999999988,Minnesota,D,MN- D,866984.04,517557.05999999994,424350.09,93206.96999999997,32110.52,19168.78,15716.67,3452.1099999999988,12941.740000000003
96944,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,MN - Minneapolis,38,78283.26,23828.55,21522.92,2305.630000000001,Minnesota,D,MN- D,2974763.88,905484.9,817870.96,87613.94000000003,78283.26,23828.55,21522.92,2305.630000000001,54454.71
96945,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,MN - Minneapolis,14,65081.64,19258.86,17891.14,1367.7200000000012,Minnesota,D,MN- D,911142.96,269624.04000000004,250475.96,19148.080000000016,65081.64,19258.860000000004,17891.14,1367.7200000000012,45822.77999999999
97096,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,SAINT PAUL,MN,55102,MN - St. Paul,17,95057.76,24827.76,23782.53,1045.2299999999996,Minnesota,D,MN- D,1615981.92,422071.92,404303.01,17768.909999999993,95057.76,24827.76,23782.53,1045.2299999999996,70230.0
97167,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,MN - St. Paul,16,40093.62,21470.44,20572.69,897.75,Minnesota,D,MN- D,641497.92,343527.04,329163.04,14364.0,40093.62,21470.44,20572.69,897.75,18623.180000000004
97168,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,MN - St. Paul,15,37232.4,17619.73,16568.8,1050.9300000000003,Minnesota,D,MN- D,558486.0,264295.95,248532.0,15763.950000000004,37232.4,17619.73,16568.8,1050.9300000000003,19612.67
97365,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,MN - Minneapolis,31,60553.68,22011.23,19098.52,2912.709999999999,Minnesota,D,MN- D,1877164.08,682348.13,592054.12,90294.00999999998,60553.68,22011.23,19098.52,2912.7099999999996,38542.450000000004
97366,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,MN - Minneapolis,23,46483.26,17490.91,16155.96,1334.9500000000007,Minnesota,D,MN- D,1069114.98,402290.93,371587.07999999996,30703.850000000017,46483.26,17490.91,16155.959999999997,1334.9500000000007,28992.350000000002
97515,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,MN - Minneapolis,42,92110.74,30717.26,27093.86,3623.399999999998,Minnesota,D,MN- D,3868651.08,1290124.92,1137942.12,152182.7999999999,92110.74,30717.26,27093.860000000004,3623.399999999998,61393.48
97964,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,MN - St. Paul,28,83177.5,27244.89,25447.57,1797.3199999999997,Minnesota,D,MN- D,2328970.0,762856.9199999999,712531.96,50324.95999999999,83177.5,27244.889999999996,25447.57,1797.3199999999997,55932.61
97965,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,MN - St. Paul,14,63700.21,22220.5,20805.21,1415.2900000000009,Minnesota,D,MN- D,891802.94,311087.0,291272.94,19814.060000000012,63700.21,22220.5,20805.21,1415.2900000000009,41479.71
98173,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,MN - Minneapolis,19,74933.16,22369.21,21312.89,1056.3199999999997,Minnesota,D,MN- D,1423730.04,425014.99,404944.91,20070.079999999994,74933.16,22369.21,21312.89,1056.3199999999997,52563.950000000004
98329,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337,MN - Minneapolis,24,67245.33,22678.29,20402.62,2275.670000000002,Minnesota,D,MN- D,1613887.92,544278.96,489662.88,54616.080000000045,67245.33,22678.289999999997,20402.62,2275.670000000002,44567.04
98330,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337,MN - Minneapolis,12,56703.67,22298.92,15749.33,6549.589999999998,Minnesota,D,MN- D,680444.04,267587.04,188991.96,78595.07999999999,56703.670000000006,22298.92,15749.33,6549.589999999999,34404.75000000001
98464,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,MN - St. Paul,62,72258.45,21951.18,20005.55,1945.630000000001,Minnesota,D,MN- D,4480023.899999999,1360973.16,1240344.0999999999,120629.06000000006,72258.45,21951.18,20005.55,1945.6300000000008,50307.26999999999
98465,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,MN - St. Paul,14,68740.43,17706.5,16490.5,1216.0,Minnesota,D,MN- D,962366.0199999999,247891.0,230867.0,17024.0,68740.43,17706.5,16490.5,1216.0,51033.92999999999
98620,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,MS - Jackson,19,64413.11,25002.47,21947.37,3055.100000000002,Mississippi,R,MS- R,1223849.09,475046.93000000005,417000.02999999997,58046.90000000004,64413.11000000001,25002.47,21947.37,3055.100000000002,39410.64
98621,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,MS - Jackson,11,56780.82,21013.64,18996.91,2016.7299999999996,Mississippi,R,MS- R,624589.02,231150.03999999998,208966.01,22184.029999999995,56780.82,21013.64,18996.91,2016.7299999999996,35767.18
98853,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,MS,38801,MS - Tupelo,16,82889.62,18835.94,17846.19,989.75,Mississippi,R,MS- R,1326233.92,301375.04,285539.04,15836.0,82889.62,18835.94,17846.19,989.75,64053.67999999999
98854,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,MS,38801,MS - Tupelo,51,62181.73,15748.53,13551.59,2196.9400000000005,Mississippi,R,MS- R,3171268.23,803175.03,691131.09,112043.94000000003,62181.73,15748.53,13551.59,2196.9400000000005,46433.200000000004
99067,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,250009,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,MS,38834,TN - Memphis,11,64099.64,16496.82,15272.91,1223.9099999999999,Mississippi,R,MS- R,705096.04,181465.02,168002.01,13463.009999999998,64099.64000000001,16496.82,15272.910000000002,1223.9099999999999,47602.82
99509,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,250040,SINGING RIVER HOSPITAL,2809 DENNY AV,PASCAGOULA,MS,39581,AL - Mobile,18,106960.22,17277.0,16073.78,1203.2199999999993,Mississippi,R,MS- R,1925283.96,310986.0,289328.04000000004,21657.95999999999,106960.22,17277.0,16073.780000000002,1203.2199999999993,89683.22
100149,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,MS - Hattiesburg,17,60344.76,19806.94,15547.47,4259.469999999999,Mississippi,R,MS- R,1025860.92,336717.98,264306.99,72410.98999999999,60344.76,19806.94,15547.47,4259.469999999999,40537.82000000001
100150,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,MS - Hattiesburg,24,52452.88,15538.38,14358.54,1179.8399999999983,Mississippi,R,MS- R,1258869.1199999999,372921.12,344604.96,28316.15999999996,52452.88,15538.38,14358.54,1179.8399999999983,36914.49999999999
100717,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,38,64576.58,16894.11,15875.13,1018.9800000000014,Mississippi,R,MS- R,2453910.04,641976.18,603254.94,38721.24000000005,64576.58,16894.11,15875.13,1018.9800000000013,47682.469999999994
100718,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,40,55134.75,15407.52,12207.08,3200.4400000000005,Mississippi,R,MS- R,2205390.0,616300.8,488283.2,128017.60000000002,55134.75,15407.52,12207.08,3200.4400000000005,39727.229999999996
101902,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,MO - Columbia,14,108960.29,20900.57,19543.64,1356.9300000000003,Missouri,R,MO- R,1525444.0599999998,292607.98,273610.95999999996,18997.020000000004,108960.29,20900.57,19543.639999999996,1356.9300000000003,88059.71999999999
102208,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,MO - St. Louis,11,96752.82,29299.64,28350.18,949.4599999999991,Missouri,R,MO- R,1064281.02,322296.04,311851.98,10444.05999999999,96752.82,29299.64,28350.179999999997,949.4599999999991,67453.18
